"","HERMES","CAC40"
"1",0,0
"2",0.00655741281669155,0.000440313829347002
"3",-0.00829143589133193,-0.00505782626717012
"4",0.0125410930882251,-0.000206157392200125
"5",0.00884694764647099,0.00310193213901565
"6",0.00409235304135011,0.00191507295639192
"7",0.00291120815138282,-0.000900272596098192
"8",0.000870792452830145,-0.000160627522441255
"9",0.0145011605974882,0.000786926726714595
"10",0.01286449443789,-0.00137070428566224
"11",0.00479822765334109,0.00106420308055649
"12",0.0191010898876404,0.0102152882493194
"13",-0.0226019356979691,-0.00897106883633745
"14",0.00282007891449387,-0.00579065672371045
"15",-0.00984251951896761,-0.00651972575693051
"16",0.00965633042335135,0.00878626452995423
"17",-0.04303794092827,-0.0267650719363087
"18",0.00911221602190881,0.0107111699748213
"19",0.0049519722092155,0.00490570315389329
"20",-0.0182608347826087,-0.0139582956339603
"21",-0.00118105694073619,-0.0111431775728845
"22",0.00325156972810773,0.00450712888034668
"23",0.0194460993420053,0.0175807745059847
"24",0.0118497283236994,0.00848351718254881
"25",-0.0102827933113489,0.00881817002442283
"26",0.00346323809523814,-0.00139614515537435
"27",0.000862778227341519,-0.00233510145528421
"28",0.000574747126436825,0.00649800346542353
"29",0.0186674318667169,0.00825304651732072
"30",0.00225539321380115,-0.00189850215127775
"31",-0.00843881856540084,-0.00390439715238744
"32",-0.00709219858156028,-0.00206451659529886
"33",0.0182856971428571,0.00898498082844733
"34",-0.0182379352116375,-0.00800826462813869
"35",-0.00743071175931488,-0.0053741304534508
"36",-0.0348401278954262,-0.0394462909586262
"37",-0.00924822759254557,-0.0193702446245655
"38",0.00271000898446233,0.000857377325677044
"39",-0.0375375375375375,-0.0332391681807069
"40",-0.0171606864274571,-0.0337907039610799
"41",0.00761902857142855,0.00444831699955458
"42",0.012602394693177,0.0111839651442801
"43",0.0158680961269713,0.0132983414276336
"44",-0.00980095558958657,-0.018992154718224
"45",-0.0194865086106962,-0.0414075900360106
"46",-0.0447949905362776,-0.0839055242045912
"47",-0.0161822793731418,-0.0151447862506746
"48",-0.00201411887238913,-0.00568515872132149
"49",-0.0581903420729367,-0.122767743614771
"50",0.0228571214285714,0.0183222277540953
"51",-0.0429468863745856,-0.057522875581696
"52",0.018971112317305,0.028422312508301
"53",-0.0601503355596277,-0.0593569633794067
"54",0.0666666666666667,0.0268080423242781
"55",0.0825000214285714,0.0501361818181818
"56",-0.00461891775746119,-0.0332172466835494
"57",0.0626449892219427,0.0838947684394463
"58",0.023393636492945,0.0446884298408456
"59",0.0231636874764337,0.0251066664927465
"60",-0.0393208565032759,-0.0422772000718329
"61",-0.00806203410852716,0.00620925948285151
"62",-0.0171928730952086,0.00402199651049043
"63",-0.0585241550608935,-0.0429651324288418
"64",0.0111486081081081,0.00326098017629855
"65",0.010357521297328,-0.0157262527039639
"66",0,0.0461081638585762
"67",0.0205026855919846,0.0211980930425299
"68",0.0304601225445212,0.00100939780135326
"69",0.00911947798742136,0.0144280227336672
"70",0.0483016525079773,0.00378536175577944
"71",0.00416169448564257,-0.0376200974668516
"72",-0.0103611608180401,-0.000817705048600686
"73",0.0242297525897608,0.0342170413644881
"74",0.014602803994208,0.0065103301667293
"75",-0.0368451013847743,-0.0377271495609377
"76",0.00508063947853001,0.0124705320269953
"77",0.0422242417683346,0.00888530684360923
"78",-0.037945757489301,-0.0129589251853516
"79",0.0166072829202627,0.0254795795627011
"80",-0.0128354555251618,0.014323319042998
"81",0.0065012176093597,0.0221716584646788
"82",-0.0196712034115467,-0.0211790537798361
"83",-0.0323449781194066,-0.0424196310149961
"84",0.030331129117961,0.023959431888957
"85",-0.0237308325094172,-0.0110971578558658
"86",0.0341538646153846,0.0153517315899275
"87",0.0113061229757907,0.0107077283339902
"88",-0.0270667318693744,-0.0130603564701232
"89",0.0136074987502571,-0.00394640221448477
"90",0.00477319791981383,-0.0285186819452207
"91",-0.00979806448211627,-0.0165296053525881
"92",-0.00269863268365815,0.00105309225865157
"93",0.0523150742216162,0.0515963201671884
"94",-0.0142857142857143,-0.00893211482311477
"95",0.00521735652173909,0.00870758847632574
"96",-0.00374852377445868,-0.0114587534810417
"97",0.00984079305354556,-0.000200235287980767
"98",0.0174835371307,0.0363770930876737
"99",0.0028169014084507,0.01791048573434
"100",0.0485954719101123,0.0176273154142069
"101",0.00160730248938558,-0.0159178339685621
"102",-0.00240704470297475,0.0143415409090843
"103",0.0115281179624664,0.020196279135757
"104",0.0246488690585382,0.0336305144443038
"105",0.00103464561249901,-0.00207071214091185
"106",0.0157622894056848,0.037073184597996
"107",-0.0206054588561874,-0.00428451684906553
"108",-0.00649350649350649,-0.0155366333603711
"109",0.00261437908496732,-0.00818234387893112
